provincia;departamento;sector;ambito;grado;  0años  ;  1año  ;  2años  ;  3años  ;  4años  ;  5años  ;  6años  ;  7años  ;  8años  ;  9años  ;  10años  ;  11años  ;  12años  ;  13años  ;  14años  ;  15años  ;  16años  ;  17años  ;  18años  ;  19años  ;  20años  ;  21años  ;  22años  ;  23años  ;  24años  ;  25años  ;  26años  ;  27años  ;  28años  ;  29años  ;  30añosymás  
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ; 5.842 ; 19 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.482 ; 1.195 ; 462 ; 105 ; 16 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.115 ; 1.074 ; 350 ; 78 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.552 ; 923 ; 243 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 280 ; 33 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ; 6.240 ; 414 ; 40 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;20°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 16 ; 27 ; 27 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ; 6.607 ; 548 ; 57 ; 4 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 6.348 ; 460 ; 106 ; 17 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 6.256 ; 414 ; 140 ; 31 ; 2 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 6.130 ; 467 ; 147 ; 29 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 5.515 ; 855 ; 261 ; 110 ; 61 ; 34 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 5.371 ; 1.059 ; 246 ; 64 ; 19 ; 1 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.951 ; 1.106 ; 322 ; 115 ; 14 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;Deambuladores;     ; 17 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;Sala de 2;     ;     ; 201 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;Sala de 3;     ;     ;     ; 2.873 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;Sala de 4;     ;     ;     ;     ; 4.982 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ; 5.685 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 385 ; 434 ; 465 ; 471 ; 374 ; 398 ; 436 ; 385 ; 304 ; 240 ; 178 ; 118 ; 277 
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ; 3.281 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.788 ; 91 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.704 ; 142 ; 11 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.744 ; 93 ; 16 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 24 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ; 3.311 ; 19 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ; 3.258 ; 21 ;     ;     ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.338 ; 25 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.264 ; 13 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.232 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.174 ; 62 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.949 ; 131 ; 5 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.969 ; 71 ; 5 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;Deambuladores;     ; 152 ; 9 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;Lactantes; 27 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;Sala de 2;     ;     ; 466 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;Sala de 3;     ;     ;     ; 1.939 ; 6 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;Sala de 4;     ;     ;     ;     ; 2.661 ; 10 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ; 2.977 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;ALMIRANTE BROWN;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 22 ; 38 ; 55 ; 58 ; 42 ; 64 ; 59 ; 47 ; 54 ; 42 ; 42 ; 44 ; 168 
Buenos Aires;AVELLANEDA;Estatal;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ; 3.451 ; 16 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.550 ; 918 ; 472 ; 168 ; 60 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.192 ; 750 ; 313 ; 104 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.828 ; 625 ; 226 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 323 ; 65 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ; 3.542 ; 406 ; 67 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;20°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 20 ; 31 ; 22 ; 4 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ; 3.501 ; 417 ; 88 ; 21 ; 6 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.188 ; 359 ; 81 ; 30 ; 11 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.340 ; 394 ; 107 ; 38 ; 6 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.264 ; 311 ; 81 ; 13 ; 3 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.376 ; 814 ; 239 ; 121 ; 45 ; 22 ; 9 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.229 ; 878 ; 333 ; 99 ; 43 ; 12 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.752 ; 861 ; 374 ; 143 ; 49 ; 18 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;Deambuladores;     ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;Sala de 2;     ;     ; 351 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;Sala de 3;     ;     ;     ; 2.651 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;Sala de 4;     ;     ;     ;     ; 3.260 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ; 3.522 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 308 ; 609 ; 793 ; 816 ; 883 ; 676 ; 663 ; 534 ; 469 ; 364 ; 390 ; 391 ; 1.607 
Buenos Aires;AVELLANEDA;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ; 2.117 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.772 ; 115 ; 26 ; 4 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.846 ; 129 ; 12 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.818 ; 112 ; 10 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ; 2.202 ; 38 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ; 2.304 ; 18 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.262 ; 24 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.223 ; 22 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.236 ; 18 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.099 ; 48 ; 3 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.006 ; 116 ; 9 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.008 ; 102 ; 7 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;Deambuladores;     ; 139 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;Lactantes; 25 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;Sala de 2;     ;     ; 482 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;Sala de 3;     ;     ;     ; 1.192 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;Sala de 4;     ;     ;     ;     ; 1.336 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;Sala de 5;     ;     ;     ;     ;     ; 1.526 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;AVELLANEDA;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 98 ; 111 ; 101 ; 102 ; 87 ; 67 ; 63 ; 69 ; 66 ; 40 ; 45 ; 29 ; 214 
Buenos Aires;BERAZATEGUI;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ; 3.606 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.286 ; 907 ; 394 ; 116 ; 49 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.879 ; 857 ; 322 ; 130 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 2.516 ; 581 ; 176 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 502 ; 20 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;     ; 3.821 ; 226 ; 5 ; 1 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;20°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 39 ; 6 ; 10 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ; 4.012 ; 317 ; 10 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.901 ; 247 ; 41 ; 3 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 4.006 ; 218 ; 34 ; 5 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.946 ; 181 ; 51 ; 5 ; 2 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.989 ; 567 ; 163 ; 84 ; 32 ; 19 ; 10 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.820 ; 779 ; 231 ; 80 ; 32 ; 8 ; 3 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 3.512 ; 834 ; 248 ; 129 ; 52 ; 11 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;Sala de 2;     ;     ; 290 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;Sala de 3;     ;     ;     ; 2.448 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;Sala de 4;     ;     ;     ;     ; 3.550 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ; 3.796 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 182 ; 242 ; 245 ; 289 ; 258 ; 281 ; 306 ; 569 ; 194 ; 105 ; 64 ; 49 ; 928 
Buenos Aires;BERAZATEGUI;Privado;Urbano; ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ; 2.419 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
Buenos Aires;BERAZATEGUI;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ; 1.709 ; 154 ; 28 ; 1 ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     
